"FOOD_CODE","CG_SUBGROUP","NUMBER"
"27460010","6C","1"
"27460010","80","1"
"27460010","86B","1"
"27460010","8B","1"
"27460490","1AB","4"
"27460490","34","6"
"27460490","36","12"
"27460490","4A","4"
"27460490","5","4"
"27460490","50","7"
"27460490","70","2"
"27460490","8A","4"
"27460510","15","1"
"27460510","19A","1"
"27460510","19B","3"
"27460510","1AB","1"
"27460510","1CD","1"
"27460510","22B","1"
"27460510","23A","2"
"27460510","31","3"
"27460510","34","4"
"27460510","36","3"
"27460510","3A","2"
"27460510","4A","2"
"27460510","6C","1"
"27460510","70","2"
"27460510","80","1"
"27460510","8A","1"
"27460510","8BC","1"
"27460510","9B","1"
"27460510","O","1"
"27460710","15","1"
"27460710","20A","2"
"27460710","20B","2"
"27460710","20C","1"
"27460710","23A","1"
"27460710","3A","1"
"27460710","40","1"
"27460710","6","1"
"27460710","70","1"
"27460710","O","1"
"27460750","15","1"
"27460750","20A","2"
"27460750","20B","2"
"27460750","20C","1"
"27460750","23A","1"
"27460750","31","1"
"27460750","3A","1"
"27460750","6","1"
"27460750","O","1"
"27462000","23A","1"
"27462000","34","2"
"27462000","3A","2"
"27462000","86B","2"
"27462000","8A","2"
"27462000","8B","1"
"27462000","8BC","1"
"27463000","13DF","1"
"27463000","15","2"
"27463000","20A","1"
"27463000","20B","2"
"27463000","20C","1"
"27463000","36","3"
"27463000","3A","1"
"27463000","40","1"
"27463000","4A","1"
"27463000","50","1"
"27463000","6","1"
"27463000","8A","1"
"27464000","15","6"
"27464000","19B","4"
"27464000","20A","4"
"27464000","20B","3"
"27464000","20C","2"
"27464000","23A","1"
"27464000","34","8"
"27464000","36","4"
"27464000","3A","4"
"27464000","40","16"
"27464000","6","2"
"27464000","80","8"
"27464000","86B","4"
"27464000","8A","4"
"27464000","8BC","4"
"27464000","O","1"
"27500050","15","5"
"27500050","19A","1"
"27500050","19B","3"
"27500050","1A","1"
"27500050","1C","1"
"27500050","1CD","2"
"27500050","20A","1"
"27500050","20B","2"
"27500050","20C","1"
"27500050","22B","1"
"27500050","31","3"
"27500050","34","3"
"27500050","35","3"
"27500050","36","3"
"27500050","3A","2"
"27500050","4A","1"
"27500050","6","2"
"27500050","6C","1"
"27500050","70","1"
"27500050","8BC","1"
"27500050","O","3"
"27500100","15","5"
"27500100","19A","1"
"27500100","19B","3"
"27500100","1A","1"
"27500100","1C","1"
"27500100","1CD","2"
"27500100","20A","1"
"27500100","20B","2"
"27500100","20C","1"
"27500100","22B","1"
"27500100","31","3"
"27500100","34","3"
"27500100","35","3"
"27500100","36","3"
"27500100","3A","2"
"27500100","4A","1"
"27500100","6","2"
"27500100","6C","1"
"27500100","70","1"
"27500100","8BC","1"
"27500100","O","3"
"27500200","15","2"
"27500200","20A","1"
"27500200","20B","2"
"27500200","20C","1"
"27500200","36","3"
"27500200","40","2"
"27500200","4A","1"
"27500200","5","1"
"27500200","6","1"
"27500200","86B","1"
"27500200","8A","1"
"27500300","15","2"
"27500300","20A","1"
"27500300","20B","2"
"27500300","20C","1"
"27500300","36","3"
"27500300","40","2"
"27500300","4A","1"
"27500300","5","1"
"27500300","6","1"
"27500300","86B","1"
"27500300","8A","1"
"27510110","15","12"
"27510110","19B","3"
"27510110","1A","3"
"27510110","20A","3"
"27510110","20B","6"
"27510110","20C","3"
"27510110","31","9"
"27510110","36","9"
"27510110","3A","6"
"27510110","6","3"
"27510110","8A","3"
"27510110","8BC","3"
"27510110","O","6"
"27510130","15","4"
"27510130","19B","1"
"27510130","1A","1"
"27510130","20A","1"
"27510130","20B","2"
"27510130","20C","1"
"27510130","31","2"
"27510130","36","3"
"27510130","3A","2"
"27510130","6","1"
"27510130","8A","1"
"27510130","8BC","1"
"27510130","O","2"
"27510210","15","4"
"27510210","20C","2"
"27510210","31","6"
"27510210","36","6"
"27510210","6","2"
"27510220","10B","2"
"27510220","15","4"
"27510220","19B","1"
"27510220","1A","2"
"27510220","20C","2"
"27510220","31","6"
"27510220","36","6"
"27510220","3A","2"
"27510220","4A","3"
"27510220","6","2"
"27510220","70","4"
"27510220","9B","1"
"27510220","O","4"
"27510230","10B","6"
"27510230","15","12"
"27510230","19B","4"
"27510230","1A","6"
"27510230","20C","6"
"27510230","31","18"
"27510230","36","18"
"27510230","3A","6"
"27510230","4A","8"
"27510230","6","6"
"27510230","70","12"
"27510230","8A","9"
"27510230","9B","4"
"27510230","O","12"
"27510240","15","2"
"27510240","20C","1"
"27510240","31","3"
"27510240","36","3"
"27510240","6","1"
"27510250","10B","2"
"27510250","15","4"
"27510250","19B","2"
"27510250","1A","2"
"27510250","20C","2"
"27510250","31","6"
"27510250","36","6"
"27510250","3A","1"
"27510250","4A","4"
"27510250","6","2"
"27510250","70","4"
"27510250","9B","2"
"27510250","O","4"
"27510260","15","3"
"27510260","19B","1"
"27510260","20A","1"
"27510260","20B","2"
"27510260","20C","1"
"27510260","21","1"
"27510260","31","3"
"27510260","36","3"
"27510260","3A","1"
"27510260","4A","2"
"27510260","6","1"
"27510260","9B","1"
"27510260","O","1"
"27510270","15","2"
"27510270","20C","1"
"27510270","31","3"
"27510270","36","3"
"27510270","6","1"
"27510280","10B","1"
"27510280","15","2"
"27510280","19B","1"
"27510280","1A","1"
"27510280","20C","1"
"27510280","31","3"
"27510280","36","3"
"27510280","3A","1"
"27510280","4A","2"
"27510280","6","1"
"27510280","70","2"
"27510280","9B","1"
"27510280","O","2"
"27510290","15","2"
"27510290","20C","1"
"27510290","31","3"
"27510290","36","3"
"27510290","6","1"
"27510300","10B","6"
"27510300","15","14"
"27510300","19B","3"
"27510300","1A","6"
"27510300","20C","7"
"27510300","31","21"
"27510300","36","21"
"27510300","3A","4"
"27510300","4A","7"
"27510300","6","7"
"27510300","70","12"
"27510300","9B","3"
"27510300","O","12"
"27510310","15","24"
"27510310","19B","15"
"27510310","1A","12"
"27510310","1CD","9"
"27510310","20C","12"
"27510310","31","42"
"27510310","36","42"
"27510310","3A","14"
"27510310","4A","20"
"27510310","6","12"
"27510310","8A","12"
"27510310","9B","6"
"27510310","O","25"
"27510311","15","2"
"27510311","20C","1"
"27510311","31","3"
"27510311","36","3"
"27510311","6","1"
"27510320","15","10"
"27510320","19B","6"
"27510320","1A","4"
"27510320","1CD","4"
"27510320","20C","5"
"27510320","31","15"
"27510320","36","15"
"27510320","3A","4"
"27510320","4A","7"
"27510320","6","5"
"27510320","8A","4"
"27510320","9B","2"
"27510320","O","8"
"27510330","15","12"
"27510330","19B","9"
"27510330","1A","6"
"27510330","1CD","6"
"27510330","20C","6"
"27510330","31","18"
"27510330","36","18"
"27510330","3A","6"
"27510330","4A","7"
"27510330","6","6"
"27510330","8A","6"
"27510330","9B","3"
"27510330","O","12"
"27510340","10B","2"
"27510340","15","4"
"27510340","19B","2"
"27510340","1A","2"
"27510340","20C","2"
"27510340","31","6"
"27510340","36","6"
"27510340","3A","1"
"27510340","4A","4"
"27510340","6","2"
"27510340","70","4"
"27510340","8A","2"
"27510340","9B","2"
"27510340","O","4"
"27510350","10B","10"
"27510350","15","22"
"27510350","19B","6"
"27510350","1A","10"
"27510350","20C","11"
"27510350","31","33"
"27510350","36","33"
"27510350","3A","6"
"27510350","4A","15"
"27510350","6","11"
"27510350","70","20"
"27510350","8A","8"
"27510350","9B","6"
"27510350","O","21"
"27510355","10B","1"
"27510355","15","2"
"27510355","19B","1"
"27510355","1A","1"
"27510355","20C","1"
"27510355","31","3"
"27510355","36","3"
"27510355","3A","1"
"27510355","4A","2"
"27510355","6","1"
"27510355","70","2"
"27510355","8A","1"
"27510355","9B","1"
"27510355","O","2"
"27510360","10B","4"
"27510360","15","17"
"27510360","19B","3"
"27510360","1A","4"
"27510360","1C","4"
"27510360","1CD","4"
"27510360","20C","4"
"27510360","31","12"
"27510360","34","8"
"27510360","36","12"
"27510360","3A","4"
"27510360","4A","7"
"27510360","6","4"
"27510360","70","8"
"27510360","8A","3"
"27510360","9B","3"
"27510360","O","12"
"27510370","10B","4"
"27510370","15","8"
"27510370","19B","3"
"27510370","1A","4"
"27510370","20C","4"
"27510370","31","12"
"27510370","36","12"
"27510370","3A","2"
"27510370","4A","6"
"27510370","6","4"
"27510370","70","8"
"27510370","9B","3"
"27510370","O","8"
"27510375","15","2"
"27510375","19B","2"
"27510375","1A","1"
"27510375","1CD","1"
"27510375","20C","1"
"27510375","31","3"
"27510375","36","3"
"27510375","3A","1"
"27510375","4A","2"
"27510375","6","1"
"27510375","8A","1"
"27510375","9B","1"
"27510375","O","2"
"27510380","10B","1"
"27510380","15","2"
"27510380","19B","1"
"27510380","1A","1"
"27510380","20C","1"
"27510380","31","3"
"27510380","36","3"
"27510380","3A","1"
"27510380","4A","2"
"27510380","6","1"
"27510380","70","2"
"27510380","8A","1"
"27510380","9B","1"
"27510380","O","2"
"27510390","15","8"
"27510390","19B","1"
"27510390","1A","2"
"27510390","1C","2"
"27510390","1CD","2"
"27510390","20C","2"
"27510390","31","6"
"27510390","34","4"
"27510390","36","6"
"27510390","3A","2"
"27510390","4A","3"
"27510390","6","2"
"27510390","9B","1"
"27510390","O","5"
"27510400","15","4"
"27510400","19B","2"
"27510400","1A","1"
"27510400","1C","1"
"27510400","1CD","2"
"27510400","20C","1"
"27510400","31","3"
"27510400","34","2"
"27510400","36","3"
"27510400","3A","1"
"27510400","4A","2"
"27510400","6","1"
"27510400","8A","1"
"27510400","9B","1"
"27510400","O","3"
"27510410","15","2"
"27510410","19A","1"
"27510410","19B","1"
"27510410","20C","1"
"27510410","31","3"
"27510410","36","3"
"27510410","3A","2"
"27510410","4A","1"
"27510410","6","1"
"27510410","8A","2"
"27510410","8BC","2"
"27510410","O","1"
"27510420","15","2"
"27510420","19A","1"
"27510420","19B","1"
"27510420","20C","1"
"27510420","31","3"
"27510420","36","3"
"27510420","3A","2"
"27510420","4A","1"
"27510420","6","1"
"27510420","8A","2"
"27510420","8BC","2"
"27510420","O","1"
"27510425","10B","1"
"27510425","15","4"
"27510425","19B","1"
"27510425","1A","1"
"27510425","1C","1"
"27510425","1CD","1"
"27510425","20C","1"
"27510425","31","3"
"27510425","34","2"
"27510425","36","3"
"27510425","3A","1"
"27510425","4A","2"
"27510425","6","1"
"27510425","70","2"
"27510425","8A","1"
"27510425","9B","1"
"27510425","O","3"
"27510430","10B","1"
"27510430","15","4"
"27510430","19B","1"
"27510430","1A","1"
"27510430","1C","1"
"27510430","1CD","1"
"27510430","20C","1"
"27510430","31","3"
"27510430","34","2"
"27510430","36","3"
"27510430","3A","1"
"27510430","4A","2"
"27510430","6","1"
"27510430","70","2"
"27510430","8A","1"
"27510430","9B","1"
"27510430","O","3"
"27510435","15","4"
"27510435","19B","1"
"27510435","1A","1"
"27510435","1C","1"
"27510435","1CD","1"
"27510435","20C","1"
"27510435","31","3"
"27510435","34","2"
"27510435","36","3"
"27510435","3A","1"
"27510435","4A","1"
"27510435","6","1"
"27510435","70","1"
"27510435","8BC","1"
"27510435","9B","1"
"27510435","O","3"
"27510440","15","4"
"27510440","19B","2"
"27510440","1A","1"
"27510440","1C","1"
"27510440","1CD","1"
"27510440","20C","1"
"27510440","31","3"
"27510440","34","2"
"27510440","36","3"
"27510440","3A","2"
"27510440","4A","1"
"27510440","6","1"
"27510440","70","1"
"27510440","8A","2"
"27510440","8BC","1"
"27510440","O","3"
"27510450","15","4"
"27510450","19B","2"
"27510450","1A","1"
"27510450","1C","1"
"27510450","1CD","2"
"27510450","20C","1"
"27510450","31","3"
"27510450","34","2"
"27510450","36","3"
"27510450","3A","1"
"27510450","4A","1"
"27510450","6","1"
"27510450","8A","1"
"27510450","9B","1"
"27510450","O","3"
"27510480","15","5"
"27510480","19B","2"
"27510480","1CD","1"
"27510480","20A","1"
"27510480","20B","2"
"27510480","20C","1"
"27510480","31","3"
"27510480","36","3"
"27510480","3A","1"
"27510480","4A","2"
"27510480","6","1"
"27510480","8BC","1"
"27510480","9B","1"
"27510480","O","1"
"27510500","15","4"
"27510500","20C","2"
"27510500","31","6"
"27510500","36","6"
"27510500","6","2"
"27510510","15","18"
"27510510","19B","6"
"27510510","1A","8"
"27510510","20C","9"
"27510510","31","30"
"27510510","36","27"
"27510510","3A","10"
"27510510","4A","15"
"27510510","6","9"
"27510510","8A","8"
"27510510","9B","6"
"27510510","O","17"
"27510520","10B","6"
"27510520","15","12"
"27510520","19B","4"
"27510520","1A","6"
"27510520","20C","6"
"27510520","31","18"
"27510520","36","18"
"27510520","3A","3"
"27510520","4A","8"
"27510520","6","6"
"27510520","70","12"
"27510520","8A","4"
"27510520","9B","4"
"27510520","O","12"
"27510530","15","2"
"27510530","20C","1"
"27510530","31","3"
"27510530","36","3"
"27510530","6","1"
"27510540","15","2"
"27510540","19B","1"
"27510540","1A","1"
"27510540","20C","1"
"27510540","31","3"
"27510540","36","3"
"27510540","3A","1"
"27510540","4A","2"
"27510540","6","1"
"27510540","8A","1"
"27510540","9B","1"
"27510540","O","2"
"27510550","10B","1"
"27510550","15","2"
"27510550","19B","1"
"27510550","1A","1"
"27510550","20C","1"
"27510550","31","3"
"27510550","36","3"
"27510550","3A","1"
"27510550","4A","2"
"27510550","6","1"
"27510550","70","2"
"27510550","8A","1"
"27510550","9B","1"
"27510550","O","2"
"27510560","10B","11"
"27510560","15","30"
"27510560","19B","11"
"27510560","1A","11"
"27510560","20C","15"
"27510560","31","45"
"27510560","36","45"
"27510560","3A","8"
"27510560","4A","22"
"27510560","6","15"
"27510560","70","22"
"27510560","8A","9"
"27510560","9B","11"
"27510560","O","25"
"27510590","10B","1"
"27510590","15","2"
"27510590","19B","1"
"27510590","1A","1"
"27510590","20C","1"
"27510590","31","3"
"27510590","36","3"
"27510590","3A","1"
"27510590","4A","2"
"27510590","6","1"
"27510590","70","2"
"27510590","9B","1"
"27510590","O","2"
"27510600","15","2"
"27510600","20C","1"
"27510600","31","3"
"27510600","36","3"
"27510600","6","1"
"27510610","15","2"
"27510610","19B","1"
"27510610","1A","1"
"27510610","20C","1"
"27510610","31","3"
"27510610","36","3"
"27510610","3A","1"
"27510610","4A","2"
"27510610","6","1"
"27510610","8A","1"
"27510610","9B","1"
"27510610","O","2"
"27510620","15","10"
"27510620","19B","2"
"27510620","1A","5"
"27510620","20C","5"
"27510620","31","15"
"27510620","36","15"
"27510620","3A","5"
"27510620","4A","6"
"27510620","6","5"
"27510620","8A","5"
"27510620","9B","2"
"27510620","O","10"
"27510630","10B","2"
"27510630","15","4"
"27510630","19B","2"
"27510630","1A","2"
"27510630","20C","2"
"27510630","31","6"
"27510630","36","6"
"27510630","3A","1"
"27510630","4A","4"
"27510630","6","2"
"27510630","70","4"
"27510630","9B","2"
"27510630","O","4"
"27510640","15","2"
"27510640","19B","2"
"27510640","1A","1"
"27510640","1CD","1"
"27510640","20C","1"
"27510640","31","2"
"27510640","36","3"
"27510640","3A","1"
"27510640","4A","2"
"27510640","6","1"
"27510640","8A","2"
"27510640","9B","1"
"27510640","O","2"
"27510660","10B","1"
"27510660","15","2"
"27510660","19B","1"
"27510660","1A","1"
"27510660","20C","1"
"27510660","31","3"
"27510660","36","3"
"27510660","3A","1"
"27510660","4A","2"
"27510660","6","1"
"27510660","70","2"
"27510660","8A","1"
"27510660","9B","1"
"27510660","O","2"
"27510670","10B","1"
"27510670","15","2"
"27510670","19B","1"
"27510670","1A","1"
"27510670","20C","1"
"27510670","31","3"
"27510670","36","3"
"27510670","3A","1"
"27510670","4A","2"
"27510670","6","1"
"27510670","70","2"
"27510670","8A","1"
"27510670","9B","1"
"27510670","O","2"
"27510680","15","4"
"27510680","19B","1"
"27510680","1A","2"
"27510680","20C","2"
"27510680","31","6"
"27510680","36","6"
"27510680","3A","2"
"27510680","4A","3"
"27510680","6","2"
"27510680","8A","2"
"27510680","9B","1"
"27510680","O","4"
"27510690","10B","1"
"27510690","15","2"
"27510690","19B","1"
"27510690","1A","1"
"27510690","20C","1"
"27510690","31","3"
"27510690","36","3"
"27510690","3A","1"
"27510690","4A","2"
"27510690","6","1"
"27510690","70","2"
"27510690","8A","2"
"27510690","9B","1"
"27510690","O","2"
"27510700","15","8"
"27510700","19A","8"
"27510700","1A","2"
"27510700","1AB","2"
"27510700","1C","2"
"27510700","1CD","2"
"27510700","20C","2"
"27510700","22B","2"
"27510700","31","6"
"27510700","34","3"
"27510700","35","3"
"27510700","36","3"
"27510700","3A","4"
"27510700","6","2"
"27510700","8A","2"
"27510700","8BC","2"
"27510700","O","2"
"27510950","15","6"
"27510950","19A","1"
"27510950","19B","3"
"27510950","1A","1"
"27510950","1C","1"
"27510950","1CD","2"
"27510950","20C","1"
"27510950","31","2"
"27510950","36","3"
"27510950","3A","1"
"27510950","4A","1"
"27510950","5","1"
"27510950","6","1"
"27510950","70","1"
"27510950","8A","1"
"27510950","8B","1"
"27510950","8BC","1"
"27510950","9B","1"
"27510950","O","3"
"27511010","15","4"
"27511010","19A","1"
"27511010","19B","3"
"27511010","1A","1"
"27511010","1C","1"
"27511010","1CD","2"
"27511010","20C","1"
"27511010","31","2"
"27511010","36","3"
"27511010","4A","1"
"27511010","6","2"
"27511010","8BC","1"
"27511010","O","2"
"27513010","15","7"
"27513010","1A","1"
"27513010","20C","3"
"27513010","31","6"
"27513010","36","6"
"27513010","6","5"
"27513010","O","1"
"27513020","15","2"
"27513020","1A","1"
"27513020","20C","1"
"27513020","31","3"
"27513020","36","3"
"27513020","3A","1"
"27513020","6","2"
"27513020","O","1"
"27513040","10B","1"
"27513040","15","2"
"27513040","1A","1"
"27513040","20C","1"
"27513040","31","2"
"27513040","36","3"
"27513040","4A","1"
"27513040","6","1"
"27513040","70","2"
"27513040","8A","1"
"27513040","O","2"
"27513041","10B","1"
"27513041","15","2"
"27513041","1A","1"
"27513041","20C","1"
"27513041","31","2"
"27513041","36","3"
"27513041","4A","1"
"27513041","6","1"
"27513041","70","2"
"27513041","8A","1"
"27513041","O","2"
"27513050","15","4"
"27513050","20C","2"
"27513050","31","4"
"27513050","36","6"
"27513050","6","4"
"27513060","15","4"
"27513060","1A","1"
"27513060","1C","1"
"27513060","1CD","1"
"27513060","20C","1"
"27513060","31","2"
"27513060","34","2"
"27513060","36","3"
"27513060","6","1"
"27513060","O","2"
"27513070","15","2"
"27513070","20C","1"
"27513070","31","3"
"27513070","36","3"
"27513070","6","1"
"27515000","15","2"
"27515000","20C","1"
"27515000","31","2"
"27515000","36","3"
"27515000","4A","1"
"27515000","6","1"
"27515000","8A","1"
"27515010","15","2"
"27515010","20C","1"
"27515010","31","2"
"27515010","36","3"
"27515010","6","1"
"27515020","15","4"
"27515020","19A","4"
"27515020","20C","2"
"27515020","31","4"
"27515020","36","6"
"27515020","4A","2"
"27515020","6","2"
"27515020","8A","2"
"27515030","15","4"
"27515030","20C","2"
"27515030","31","4"
"27515030","36","6"
"27515030","6","2"
"27515040","15","4"
"27515040","20C","2"
"27515040","31","4"
"27515040","36","6"
"27515040","6","2"
"27515050","15","3"
"27515050","20A","2"
"27515050","20B","2"
"27515050","20C","1"
"27515050","23A","1"
"27515050","31","2"
"27515050","36","3"
"27515050","3A","1"
"27515050","4A","1"
"27515050","6","1"
"27515050","8A","1"
"27515050","8B","1"
"27515050","O","1"
"27515070","15","3"
"27515070","20A","2"
